,file,video_dtype,video_shape,video_min,video_max,video_mean,video_std,ppg_dtype,ppg_shape,ppg_min,ppg_max,ppg_mean,ppg_std,landmarks_dtype,landmarks_shape,landmarks_min,landmarks_max,landmarks_mean,landmarks_std,face_square,video_duration,patient_id,fold
297,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_11.npz,uint8,"(600, 176, 218, 3)",0.0,255.0,49.16566583263831,67.64725898578057,float32,"(600,)",43.065334,181.22975,92.55949,24.837633,int16,"(600, 68, 2)",0,218,98.60099264705882,40.93157066319137,38368,600,subject24,2
298,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_12.npz,uint8,"(600, 91, 107, 3)",0.0,253.0,89.1168442253489,71.47832810574614,float32,"(600,)",7.5561733,238.52376,113.70425,38.04619,int16,"(600, 68, 2)",0,107,49.2640318627451,24.872352660762466,9737,600,subject24,2
299,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_13.npz,uint8,"(600, 94, 112, 3)",0.0,255.0,78.93101491261397,75.08360257633589,float32,"(600,)",22.101908,244.0,112.81143,45.0588,int16,"(600, 68, 2)",0,112,51.73928921568628,25.11098297879739,10528,600,subject24,2
300,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_14.npz,uint8,"(600, 107, 136, 3)",0.0,253.0,78.69183437939039,71.17960957703487,float32,"(600,)",1.0737817,253.38719,93.302444,61.57509,int16,"(600, 68, 2)",0,136,60.1754044117647,29.988469687109514,14552,600,subject24,2
301,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_15.npz,uint8,"(600, 115, 143, 3)",0.0,238.0,72.58244079591906,70.03596083814146,float32,"(600,)",8.149055,253.63898,114.00557,49.07066,int16,"(600, 68, 2)",0,143,65.37578431372549,30.634888749570763,16445,600,subject24,2
302,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_16.npz,uint8,"(600, 124, 153, 3)",0.0,239.0,83.65504164031204,68.10313574130436,float32,"(600,)",1.6789697,218.59254,96.144104,42.035988,int16,"(600, 68, 2)",0,153,68.9659068627451,35.45680801647006,18972,600,subject24,2
303,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_17.npz,uint8,"(600, 121, 169, 3)",0.0,234.0,75.44719252775197,69.17701849761997,float32,"(600,)",9.0,215.17961,92.94518,55.029552,int16,"(600, 68, 2)",0,169,72.9175,39.00000260966557,20449,600,subject24,2
304,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_18.npz,uint8,"(600, 118, 143, 3)",0.0,236.0,86.91889708690556,67.37233571363737,float32,"(600,)",3.0,235.01942,92.17331,56.17876,int16,"(600, 68, 2)",0,143,64.46748774509804,33.82482622902695,16874,600,subject24,2
306,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_2.npz,uint8,"(600, 93, 111, 3)",0.0,248.0,85.78437475109519,69.98874040825035,float32,"(600,)",53.0,160.95462,92.50788,24.60587,int16,"(600, 68, 2)",0,111,49.59839460784314,26.158721315348895,10323,600,subject24,2
308,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_4.npz,uint8,"(600, 116, 141, 3)",0.0,252.0,72.02934288470422,65.65389769752495,float32,"(600,)",0.46396145,254.83026,96.65772,75.43568,int16,"(600, 68, 2)",0,141,63.94480392156863,32.83738592180016,16356,600,subject24,2
309,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_5.npz,uint8,"(600, 116, 164, 3)",0.0,255.0,56.357998931174656,65.25100200677261,float32,"(600,)",0.0008646779,254.68285,96.872505,75.48881,int16,"(600, 68, 2)",0,164,68.59689950980392,37.26701213967029,19024,600,subject24,2
310,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_6.npz,uint8,"(600, 104, 124, 3)",0.0,252.0,71.78420237972153,65.78156600815011,float32,"(600,)",0.25013897,254.12372,95.331,74.38946,int16,"(600, 68, 2)",0,124,56.19765931372549,29.012961723211927,12896,600,subject24,2
311,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_7.npz,uint8,"(600, 166, 222, 3)",0.0,255.0,42.46281792334503,63.434431588027444,float32,"(600,)",1.3477117,254.63255,91.58702,60.773895,int16,"(600, 68, 2)",0,222,90.28761029411764,39.52277716864845,36852,600,subject24,2
312,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_8.npz,uint8,"(600, 115, 144, 3)",0.0,254.0,87.45679475308641,71.25081556294273,float32,"(600,)",2.5291543,245.0,96.3052,40.280846,int16,"(600, 68, 2)",0,144,64.71327205882353,33.00746729729299,16560,600,subject24,2
313,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_9.npz,uint8,"(600, 110, 162, 3)",0.0,255.0,64.01125947749095,70.83134289682411,float32,"(600,)",6.370206,197.92532,92.8303,41.246655,int16,"(600, 68, 2)",0,162,69.65963235294117,37.04903987618557,17820,600,subject24,2
314,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_0.npz,uint8,"(600, 109, 141, 3)",0.0,239.0,88.78187035952602,64.99873340886654,float32,"(600,)",71.0,255.0,93.524826,15.170232,int16,"(600, 68, 2)",0,141,62.57553921568628,33.258868118635306,15369,600,subject25,0
315,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_1.npz,uint8,"(600, 100, 153, 3)",0.0,233.0,71.37778206245461,68.10516441772029,float32,"(600,)",63.501865,145.91653,92.72417,17.15891,int16,"(600, 68, 2)",0,153,66.77982843137255,37.959244849949364,15300,600,subject25,0
316,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_10.npz,uint8,"(600, 110, 139, 3)",0.0,254.0,91.79040865489426,71.8530881188592,float32,"(600,)",31.666666,214.66667,92.32215,42.191563,int16,"(600, 68, 2)",0,139,63.43719362745098,32.28285454411412,15290,600,subject25,0
318,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_12.npz,uint8,"(600, 84, 110, 3)",0.0,242.0,84.55042947330448,67.09291391645891,float32,"(600,)",6.055761,253.51807,96.62013,25.636782,int16,"(600, 68, 2)",0,110,48.942867647058826,25.064713705708858,9240,600,subject25,0
319,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_13.npz,uint8,"(600, 104, 136, 3)",0.0,252.0,73.00224873523128,64.69499625525158,float32,"(600,)",12.25,254.99805,157.62198,61.53831,int16,"(600, 68, 2)",0,136,60.9343137254902,30.898083559766,14144,600,subject25,0
320,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_14.npz,uint8,"(600, 113, 132, 3)",0.0,232.0,73.63980237478025,65.54378020416974,float32,"(600,)",68.0,254.98685,138.16127,52.41839,int16,"(600, 68, 2)",0,132,64.22787990196079,29.231375747699996,14916,600,subject25,0
321,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_15.npz,uint8,"(600, 96, 122, 3)",0.0,226.0,84.77734925242866,64.43328432131904,float32,"(600,)",7.2941175,255.0,136.08327,50.215157,int16,"(600, 68, 2)",0,122,53.85561274509804,27.73209385840893,11712,600,subject25,0
322,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_16.npz,uint8,"(600, 96, 130, 3)",0.0,230.0,88.68549617165242,63.48036165387956,float32,"(600,)",7.6862745,254.0,102.805275,24.796827,int16,"(600, 68, 2)",0,130,56.092573529411766,30.39700681446953,12480,600,subject25,0
323,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_17.npz,uint8,"(600, 94, 154, 3)",0.0,231.0,62.01802074698351,67.26094994443379,float32,"(600,)",66.38095,144.62222,92.64592,16.696625,int16,"(600, 68, 2)",0,154,63.119656862745096,38.73707306049363,14476,600,subject25,0
324,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_18.npz,uint8,"(600, 101, 142, 3)",0.0,229.0,80.73685124498365,64.71878820369767,float32,"(600,)",67.7619,131.66667,91.9069,12.714132,int16,"(600, 68, 2)",0,142,60.60764705882353,31.654992254931077,14342,600,subject25,0
326,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_2.npz,uint8,"(600, 118, 143, 3)",0.0,237.0,81.62552770205312,66.84576878257124,float32,"(600,)",71.26667,129.0,93.03485,10.07686,int16,"(600, 68, 2)",0,143,65.48194852941177,33.338441902076575,16874,600,subject25,0
328,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_4.npz,uint8,"(600, 95, 129, 3)",0.0,246.0,69.00656471281563,63.48813640072048,float32,"(600,)",1.0,254.65,99.21146,66.37678,int16,"(600, 68, 2)",0,129,55.71376225490196,28.56518932183886,12255,600,subject25,0
329,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_5.npz,uint8,"(600, 88, 143, 3)",0.0,249.0,59.12577134986226,63.419029476648085,float32,"(600,)",23.266666,238.0,92.6541,34.78047,int16,"(600, 68, 2)",0,143,59.01879901960784,35.51547149094762,12584,600,subject25,0
330,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_6.npz,uint8,"(600, 103, 149, 3)",0.0,251.0,64.75463326165809,62.82951177699651,float32,"(600,)",35.38392,187.39589,92.9333,35.395626,int16,"(600, 68, 2)",0,149,64.01996323529411,32.98545254214974,15347,600,subject25,0
332,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_8.npz,uint8,"(600, 108, 138, 3)",0.0,254.0,81.1741724816604,68.52996274564288,float32,"(600,)",4.9174542,254.59033,92.93992,56.98105,int16,"(600, 68, 2)",0,138,63.4446568627451,30.540624678690016,14904,600,subject25,0
333,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject25__p25_9.npz,uint8,"(600, 99, 160, 3)",0.0,255.0,71.670292157688,72.85702004253491,float32,"(600,)",1.0730406,254.40361,92.37791,63.38211,int16,"(600, 68, 2)",0,160,65.08313725490196,38.90667472551269,15840,600,subject25,0
334,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_0.npz,uint8,"(600, 114, 137, 3)",0.0,255.0,80.86762898222848,60.13968658975465,float32,"(600,)",9.459886,255.0,94.8744,37.093117,int16,"(600, 68, 2)",0,137,61.812242647058824,33.1978302890702,15618,600,subject26,2
335,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_1.npz,uint8,"(600, 115, 227, 3)",0.0,255.0,47.454323011768714,62.07600718990003,float32,"(600,)",30.2,165.84445,94.15964,30.247896,int16,"(600, 68, 2)",0,227,77.58589460784313,52.23602214345237,26105,600,subject26,2
336,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_10.npz,uint8,"(600, 124, 147, 3)",0.0,255.0,86.99229664984273,62.627177822411326,float32,"(600,)",4.592551,211.13419,92.92256,48.040184,int16,"(600, 68, 2)",0,147,65.95856617647058,36.40343843384708,18228,600,subject26,2
338,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_12.npz,uint8,"(600, 122, 140, 3)",0.0,255.0,87.76101027842832,64.67210385283533,float32,"(600,)",4.402218,251.62924,97.393875,33.037785,int16,"(600, 68, 2)",0,140,64.74577205882353,34.451046371556,17080,600,subject26,2
339,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_13.npz,uint8,"(600, 132, 157, 3)",0.0,255.0,73.41622673121877,62.946597309789155,float32,"(600,)",8.9395275,253.19136,94.89521,30.801725,int16,"(600, 68, 2)",0,157,70.05180147058823,37.79347613896436,20724,600,subject26,2
340,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_14.npz,uint8,"(600, 141, 167, 3)",0.0,255.0,70.49158576464093,57.98986912070239,float32,"(600,)",2.4442747,253.0,103.75048,42.74784,int16,"(600, 68, 2)",0,167,75.08595588235295,39.43892820126734,23547,600,subject26,2
341,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_15.npz,uint8,"(600, 143, 167, 3)",0.0,255.0,79.62138215410671,63.40093298028601,float32,"(600,)",14.766729,235.16566,106.99519,34.670883,int16,"(600, 68, 2)",0,167,75.62058823529412,39.346595483276154,23881,600,subject26,2
342,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_16.npz,uint8,"(600, 128, 151, 3)",0.0,255.0,77.08438333563282,57.46289371611576,float32,"(600,)",1.4231274,239.8743,90.1992,57.07371,int16,"(600, 68, 2)",0,151,68.53545343137255,36.78366828985556,19328,600,subject26,2
343,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_17.npz,uint8,"(600, 127, 238, 3)",0.0,255.0,45.64410307167486,59.106579842062914,float32,"(600,)",2.728643,245.73949,90.736435,52.598656,int16,"(600, 68, 2)",0,239,84.59773284313725,56.0865270097629,30226,600,subject26,2
344,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_18.npz,uint8,"(600, 123, 140, 3)",0.0,255.0,80.60084639953543,57.12283377846612,float32,"(600,)",1.496663,249.44383,93.21863,56.730347,int16,"(600, 68, 2)",0,140,63.76,34.81797235652312,17220,600,subject26,2
346,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_2.npz,uint8,"(600, 115, 134, 3)",0.0,255.0,83.08466403489797,61.04899512102497,float32,"(600,)",19.244444,244.33333,96.65139,32.78001,int16,"(600, 68, 2)",0,134,60.82541666666667,32.71473308550447,15410,600,subject26,2
348,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_4.npz,uint8,"(600, 125, 150, 3)",0.0,255.0,77.35178053333334,63.52043016271517,float32,"(600,)",2.3224666,254.4236,92.424355,27.46031,int16,"(600, 68, 2)",0,150,67.97156862745098,36.81057566614167,18750,600,subject26,2
350,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_6.npz,uint8,"(600, 129, 147, 3)",0.0,255.0,77.10655571961773,63.83010967340682,float32,"(600,)",2.1714287,176.2,92.48642,34.7484,int16,"(600, 68, 2)",0,147,68.20246323529412,36.55549301969355,18963,600,subject26,2
351,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_7.npz,uint8,"(600, 143, 199, 3)",0.0,255.0,37.10589159863029,52.654698981770515,float32,"(600,)",21.240688,154.49075,94.406265,19.92475,int16,"(600, 68, 2)",0,199,82.4429656862745,37.93083497874911,28457,600,subject26,2
352,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject26__p26_8.npz,uint8,"(600, 124, 155, 3)",0.0,255.0,87.47130069950283,64.28508063850323,float32,"(600,)",3.0,158.13492,91.29749,31.215193,int16,"(600, 68, 2)",0,155,69.38637254901961,37.73414620450257,19220,600,subject26,2
354,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_0.npz,uint8,"(600, 117, 155, 3)",0.0,248.0,88.3562806114634,65.6179233492272,float32,"(600,)",3.5019085,253.77835,92.10935,58.596928,int16,"(600, 68, 2)",0,155,66.46394607843138,35.750369518411624,18135,600,subject27,0
355,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_1.npz,uint8,"(600, 125, 190, 3)",0.0,255.0,68.6208109005848,69.71016118303633,float32,"(600,)",1.375,253.48334,90.87306,62.337326,int16,"(600, 68, 2)",0,190,79.31268382352941,44.348308718365395,23750,600,subject27,0
356,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_10.npz,uint8,"(600, 150, 182, 3)",0.0,251.0,78.62801957671958,63.47934219756339,float32,"(600,)",20.958334,196.0,93.603935,40.772182,int16,"(600, 68, 2)",0,182,81.75737745098039,43.52454408974637,27300,600,subject27,0
358,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_12.npz,uint8,"(600, 126, 162, 3)",0.0,251.0,78.9355608084569,66.31393465437954,float32,"(600,)",7.497932,210.91112,107.68495,35.540794,int16,"(600, 68, 2)",0,162,70.92710784313725,36.667028926037624,20412,600,subject27,0
359,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_13.npz,uint8,"(600, 134, 161, 3)",0.0,255.0,68.71779451603267,66.07833478725829,float32,"(600,)",3.211039,254.98741,160.47935,72.99473,int16,"(600, 68, 2)",0,161,71.89186274509804,36.07569177058507,21574,600,subject27,0
360,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_14.npz,uint8,"(600, 142, 170, 3)",0.0,253.0,77.29218362791126,64.88374626035574,float32,"(600,)",17.244444,254.95474,160.21735,72.956535,int16,"(600, 68, 2)",0,170,76.761875,39.135790498659446,24140,600,subject27,0
361,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_15.npz,uint8,"(600, 133, 169, 3)",0.0,235.0,85.11577597840756,67.6299374525246,float32,"(600,)",3.6517572,255.0,139.77269,66.00859,int16,"(600, 68, 2)",0,169,74.51579656862745,37.70068581939503,22477,600,subject27,0
362,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_16.npz,uint8,"(600, 112, 144, 3)",0.0,227.0,90.92985756310627,66.10892435873599,float32,"(600,)",0.44306096,254.54019,91.98139,75.54222,int16,"(600, 68, 2)",0,144,63.980306372549016,33.05929857778528,16128,600,subject27,0
363,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_17.npz,uint8,"(600, 114, 172, 3)",0.0,229.0,72.82298664944014,69.61374128979543,float32,"(600,)",0.08441197,254.96146,88.21025,80.92744,int16,"(600, 68, 2)",0,172,72.18,42.69971761398107,19608,600,subject27,0
364,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_18.npz,uint8,"(600, 118, 148, 3)",0.0,238.0,87.66443178347839,65.1014828421599,float32,"(600,)",0.0,254.7812,90.06556,79.37189,int16,"(600, 68, 2)",0,148,64.88013480392156,35.04419803845279,17464,600,subject27,0
366,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_2.npz,uint8,"(600, 126, 162, 3)",0.0,247.0,86.90872694711172,66.51591500265647,float32,"(600,)",0.0,254.44444,92.958244,61.950172,int16,"(600, 68, 2)",0,162,70.93861519607843,37.80420752913421,20412,600,subject27,0
368,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_4.npz,uint8,"(600, 146, 175, 3)",0.0,252.0,68.7231028049576,64.85843489911605,float32,"(600,)",1.2916666,254.90953,103.27983,61.55304,int16,"(600, 68, 2)",0,175,81.26678921568627,38.678944023451514,25550,600,subject27,0
369,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_5.npz,uint8,"(600, 129, 197, 3)",0.0,255.0,64.13544493850479,64.93195867811475,float32,"(600,)",0.044289045,255.0,92.03552,74.72104,int16,"(600, 68, 2)",0,197,80.27824754901961,47.80377212911188,25413,600,subject27,0
370,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_6.npz,uint8,"(600, 132, 170, 3)",0.0,254.0,72.81987886215092,62.68070794627692,float32,"(600,)",1.0,253.48572,93.18046,65.71946,int16,"(600, 68, 2)",0,170,75.68889705882353,39.919086720112155,22440,600,subject27,0
372,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_8.npz,uint8,"(600, 154, 193, 3)",0.0,255.0,77.36228540026468,69.23979945107993,float32,"(600,)",0.32462478,253.0,96.02241,38.240658,int16,"(600, 68, 2)",0,193,84.04373774509804,42.02343255349663,29722,600,subject27,0
373,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject27__p27_9.npz,uint8,"(600, 140, 202, 3)",0.0,254.0,69.87884181989628,66.6106410711005,float32,"(600,)",28.044445,209.33333,92.30329,42.080696,int16,"(600, 68, 2)",0,202,84.15458333333333,50.40499606688666,28280,600,subject27,0
374,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_0.npz,uint8,"(600, 111, 136, 3)",0.0,246.0,90.22057885090973,62.853758154661925,float32,"(600,)",35.619827,191.0,92.289734,31.978733,int16,"(600, 68, 2)",0,136,61.33311274509804,33.24828267151456,15096,600,subject28,4
375,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_1.npz,uint8,"(600, 101, 168, 3)",0.0,245.0,60.4758571035675,66.72134174110059,float32,"(600,)",51.374504,162.38611,93.547905,25.94333,int16,"(600, 68, 2)",0,168,64.70158088235294,41.48741986801219,16968,600,subject28,4
376,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_10.npz,uint8,"(600, 97, 118, 3)",0.0,255.0,81.78672408604656,63.73484947495226,float32,"(600,)",67.0,127.541664,92.15626,13.382805,int16,"(600, 68, 2)",0,118,52.4570955882353,28.10723944487347,11446,600,subject28,4
377,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_11.npz,uint8,"(600, 146, 199, 3)",0.0,255.0,58.20922640217832,66.30975039428279,float32,"(600,)",44.333332,145.91112,91.01008,15.833003,int16,"(600, 68, 2)",0,199,88.58238970588235,40.98462320660452,29054,600,subject28,4
378,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_12.npz,uint8,"(600, 106, 131, 3)",0.0,255.0,86.16257773616913,63.793915427223325,float32,"(600,)",5.7083335,254.33333,105.566666,37.434734,int16,"(600, 68, 2)",0,131,57.883823529411764,31.37013899673925,13886,600,subject28,4
379,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_13.npz,uint8,"(600, 100, 127, 3)",0.0,254.0,69.371877384077,62.4455625608852,float32,"(600,)",12.074327,253.11989,124.071754,51.00516,int16,"(600, 68, 2)",0,127,54.87916666666667,29.735374676447126,12700,600,subject28,4
380,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_14.npz,uint8,"(600, 103, 128, 3)",0.0,254.0,85.15070207153452,61.51277209893592,float32,"(600,)",32.0,253.37975,121.887184,50.62934,int16,"(600, 68, 2)",0,128,57.20361519607843,31.108828567973013,13184,600,subject28,4
381,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_15.npz,uint8,"(600, 103, 128, 3)",0.0,255.0,87.15812845536678,64.16143191351567,float32,"(600,)",3.9638689,245.9854,113.10272,37.09168,int16,"(600, 68, 2)",0,128,56.752953431372546,30.332153632297885,13184,600,subject28,4
382,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_16.npz,uint8,"(600, 91, 119, 3)",0.0,254.0,84.62679338402027,62.49358934194053,float32,"(600,)",9.179072,252.0,97.93628,25.64507,int16,"(600, 68, 2)",0,119,52.60441176470588,28.151596446686934,10829,600,subject28,4
383,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_17.npz,uint8,"(600, 93, 164, 3)",0.0,254.0,56.50377968645278,67.96855381603265,float32,"(600,)",48.0,162.37132,93.080025,24.631771,int16,"(600, 68, 2)",0,164,65.36420343137254,41.766046763287584,15252,600,subject28,4
384,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_18.npz,uint8,"(600, 100, 124, 3)",0.0,254.0,83.43767777777778,63.3299646783074,float32,"(600,)",56.301388,151.53212,92.44906,20.957064,int16,"(600, 68, 2)",0,124,55.47655637254902,29.92722036915194,12400,600,subject28,4
385,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_19.npz,uint8,"(600, 167, 209, 3)",0.0,255.0,52.507596131500954,65.39521774701602,float32,"(600,)",6.111801,217.86667,88.76771,41.83038,int16,"(600, 68, 2)",0,209,101.86024509803921,41.28562843927898,34903,600,subject28,4
386,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_2.npz,uint8,"(600, 104, 126, 3)",0.0,251.0,82.99749118165785,65.06307437696437,float32,"(600,)",53.0,141.63602,92.348076,20.03018,int16,"(600, 68, 2)",0,126,56.91488970588235,29.752738362398926,13104,600,subject28,4
387,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_3.npz,uint8,"(600, 179, 238, 3)",0.0,255.0,51.0360190705705,63.4091331340079,float32,"(600,)",28.458286,197.52095,87.50376,28.417055,int16,"(600, 68, 2)",0,245,102.67061274509804,45.195507857605676,42602,600,subject28,4
388,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_4.npz,uint8,"(600, 105, 132, 3)",0.0,255.0,77.12775172358506,67.44021740419211,float32,"(600,)",1.5008337,150.88828,92.57958,23.553587,int16,"(600, 68, 2)",0,132,58.91567401960784,31.83630711002048,13860,600,subject28,4
389,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_5.npz,uint8,"(600, 104, 173, 3)",0.0,255.0,49.050240384615385,63.581610678607255,float32,"(600,)",58.0,149.13333,92.58267,20.668425,int16,"(600, 68, 2)",0,173,69.1597794117647,43.75404530261742,17992,600,subject28,4
390,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_6.npz,uint8,"(600, 109, 135, 3)",0.0,255.0,62.75523275569147,61.39612299793014,float32,"(600,)",48.666668,131.0,91.01166,15.72366,int16,"(600, 68, 2)",0,135,58.182610294117644,31.361524901808533,14715,600,subject28,4
391,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_7.npz,uint8,"(600, 156, 220, 3)",0.0,255.0,48.13519365125615,54.52899427941391,float32,"(600,)",44.575356,145.75931,88.99034,14.316361,int16,"(600, 68, 2)",0,220,93.09158088235294,44.995405895129764,34320,600,subject28,4
392,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_8.npz,uint8,"(600, 93, 114, 3)",0.0,255.0,93.97446430442893,66.46401049517326,float32,"(600,)",1.0,183.66667,92.6109,15.613572,int16,"(600, 68, 2)",0,114,51.451311274509806,27.843655013414626,10602,600,subject28,4
393,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject28__p28_9.npz,uint8,"(600, 100, 157, 3)",0.0,255.0,56.047721443736734,66.97570437072444,float32,"(600,)",68.2,130.13333,92.43004,14.999646,int16,"(600, 68, 2)",0,157,64.15473039215686,39.19528820316637,15700,600,subject28,4
394,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject29__p29_0.npz,uint8,"(600, 94, 118, 3)",0.0,248.0,100.34604454662019,68.01886098030951,float32,"(600,)",11.0222225,177.97778,92.02415,34.194344,int16,"(600, 68, 2)",0,118,52.696507352941175,28.028860083944515,11092,600,subject29,3
395,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject29__p29_1.npz,uint8,"(600, 98, 153, 3)",0.0,255.0,73.71036069983549,74.1150624279419,float32,"(600,)",20.0,167.63658,88.755745,28.780746,int16,"(600, 68, 2)",0,153,60.56411764705882,35.77046009485933,14994,600,subject29,3
396,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject29__p29_10.npz,uint8,"(600, 113, 132, 3)",0.0,255.0,90.41876199308722,66.69061492356997,float32,"(600,)",52.177776,174.16667,91.65772,20.735369,int16,"(600, 68, 2)",0,132,61.68344362745098,32.103935459145184,14916,600,subject29,3
398,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject29__p29_12.npz,uint8,"(600, 123, 152, 3)",0.0,255.0,88.23246431203347,65.82325359337875,float32,"(600,)",9.6453905,254.99567,159.34023,65.38478,int16,"(600, 68, 2)",0,152,69.56998774509803,35.84831030488796,18696,600,subject29,3
399,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject29__p29_13.npz,uint8,"(600, 129, 151, 3)",0.0,255.0,80.97263351985899,67.14073810014791,float32,"(600,)",44.24069,254.99763,172.62012,64.76462,int16,"(600, 68, 2)",0,151,70.62531862745098,35.99528367998227,19479,600,subject29,3
400,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject29__p29_14.npz,uint8,"(600, 134, 163, 3)",0.0,254.0,90.79806979926543,70.57101201246846,float32,"(600,)",58.0,254.99904,174.58047,66.02759,int16,"(600, 68, 2)",0,163,75.19895833333334,37.936664341582684,21842,600,subject29,3
